Species	Assembly Accession	Order	Superfamily	Te	Score
Shargacucullia verbasci	GCA_947562105.1	Lepidoptera	Noctuoidea	Shellder	0.01577271203486423
Shargacucullia verbasci	GCA_947562105.1	Lepidoptera	Noctuoidea	Spoink	0.09638107785417267
Spilarctia lutea	GCA_916048165.1	Lepidoptera	Noctuoidea	P-element	0
Spilarctia lutea	GCA_916048165.1	Lepidoptera	Noctuoidea	Spoink	0.01741529087241138
Spilarctia lutea	GCA_916048165.1	Lepidoptera	Noctuoidea	Shellder	0.011850486087831043
Spilosoma lubricipeda	GCA_905220595.1	Lepidoptera	Noctuoidea	Spoink	0.04814936802667874
Spilosoma lubricipeda	GCA_905220595.1	Lepidoptera	Noctuoidea	P-element	0.008324392319360687
Spilosoma lubricipeda	GCA_905220595.1	Lepidoptera	Noctuoidea	Shellder	0.010408984244049615
Spodoptera exigua	GCA_902829305.4	Lepidoptera	Noctuoidea	Shellder	0.017063359034528998
Spodoptera exigua	GCA_902829305.4	Lepidoptera	Noctuoidea	Spoink	0.08645889085594302
Spodoptera exigua	GCA_902829305.4	Lepidoptera	Noctuoidea	P-element	0
Spodoptera frugiperda	GCF_023101765.2	Lepidoptera	Noctuoidea	Spoink	0.07561035859854255
Spodoptera frugiperda	GCF_023101765.2	Lepidoptera	Noctuoidea	P-element	0.00847238151614932
Spodoptera frugiperda	GCF_023101765.2	Lepidoptera	Noctuoidea	Shellder	0.009353000335232987
Spodoptera littoralis	GCA_902850265.1	Lepidoptera	Noctuoidea	Spoink	0.07830705257523982
Spodoptera littoralis	GCA_902850265.1	Lepidoptera	Noctuoidea	Shellder	0.015605095541401274
Spodoptera littoralis	GCA_902850265.1	Lepidoptera	Noctuoidea	P-element	0.010063265381627141
Spodoptera litura	GCF_002706865.2	Lepidoptera	Noctuoidea	P-element	0.009730289688852714
Spodoptera litura	GCF_002706865.2	Lepidoptera	Noctuoidea	Shellder	0.014012738853503185
Spodoptera litura	GCF_002706865.2	Lepidoptera	Noctuoidea	Spoink	0.07573387129976533
Subacronicta megacephala	GCA_958496365.1	Lepidoptera	Noctuoidea	P-element	0.008916349106515224
Subacronicta megacephala	GCA_958496365.1	Lepidoptera	Noctuoidea	Spoink	0.08203301906212689
Subacronicta megacephala	GCA_958496365.1	Lepidoptera	Noctuoidea	Shellder	0.023851827019778747
Thalpophila matura	GCA_948465475.1	Lepidoptera	Noctuoidea	Spoink	0.08641771995553543
Thalpophila matura	GCA_948465475.1	Lepidoptera	Noctuoidea	P-element	0
Thalpophila matura	GCA_948465475.1	Lepidoptera	Noctuoidea	Shellder	0.021806905799530672
Tholera decimalis	GCA_943138885.2	Lepidoptera	Noctuoidea	Shellder	0.01131411330874958
Tholera decimalis	GCA_943138885.2	Lepidoptera	Noctuoidea	Spoink	0.10023055704228251
Tholera decimalis	GCA_943138885.2	Lepidoptera	Noctuoidea	P-element	0.010544230271190204
Thumatha senex	GCA_948477245.1	Lepidoptera	Noctuoidea	Spoink	0.055683642801268064
Thumatha senex	GCA_948477245.1	Lepidoptera	Noctuoidea	P-element	0.00932331939768397
Thumatha senex	GCA_948477245.1	Lepidoptera	Noctuoidea	Shellder	0.01724773717733825
Tiliacea aurago	GCA_948098905.1	Lepidoptera	Noctuoidea	P-element	0.010470235672795886
Tiliacea aurago	GCA_948098905.1	Lepidoptera	Noctuoidea	Shellder	0.017046597385182702
Tiliacea aurago	GCA_948098905.1	Lepidoptera	Noctuoidea	Spoink	0.08491498209065833
Tiliacea citrago	GCA_963921375.1	Lepidoptera	Noctuoidea	Shellder	0.02200804559168622
Tiliacea citrago	GCA_963921375.1	Lepidoptera	Noctuoidea	P-element	0.010877205963964631
Tiliacea citrago	GCA_963921375.1	Lepidoptera	Noctuoidea	Spoink	0.0850179093416773
Trichoplusia ni	GCF_003590095.1	Lepidoptera	Noctuoidea	Spoink	0.08236238626538762
Trichoplusia ni	GCF_003590095.1	Lepidoptera	Noctuoidea	Shellder	0.017046597385182702
Trichoplusia ni	GCF_003590095.1	Lepidoptera	Noctuoidea	P-element	0.008879351807318065
Trisateles emortualis	GCA_947095525.1	Lepidoptera	Noctuoidea	Spoink	0.08361809872781918
Trisateles emortualis	GCA_947095525.1	Lepidoptera	Noctuoidea	Shellder	0.02348307073416024
Trisateles emortualis	GCA_947095525.1	Lepidoptera	Noctuoidea	P-element	0.009804284287247032
Tyria jacobaeae	GCA_947561695.1	Lepidoptera	Noctuoidea	P-element	0
Tyria jacobaeae	GCA_947561695.1	Lepidoptera	Noctuoidea	Spoink	0.0402239696982173
Tyria jacobaeae	GCA_947561695.1	Lepidoptera	Noctuoidea	Shellder	0.006537043245055313
Xanthia icteritia	GCA_949128155.2	Lepidoptera	Noctuoidea	Shellder	0.024907810928595373
Xanthia icteritia	GCA_949128155.2	Lepidoptera	Noctuoidea	P-element	0.010026268082429983
Xanthia icteritia	GCA_949128155.2	Lepidoptera	Noctuoidea	Spoink	0.08584132734982915
Xanthia togata	GCA_963853775.1	Lepidoptera	Noctuoidea	P-element	0.010026268082429983
Xanthia togata	GCA_963853775.1	Lepidoptera	Noctuoidea	Shellder	0.021723097552799196
Xanthia togata	GCA_963853775.1	Lepidoptera	Noctuoidea	Spoink	0.1013215859030837
Xestia ashworthii	GCA_950022955.1	Lepidoptera	Noctuoidea	Spoink	0.0774218782164766
Xestia ashworthii	GCA_950022955.1	Lepidoptera	Noctuoidea	P-element	0.012986052018202672
Xestia ashworthii	GCA_950022955.1	Lepidoptera	Noctuoidea	Shellder	0.020549782098558497
Xestia c-nigrum	GCA_916618015.1	Lepidoptera	Noctuoidea	Spoink	0.08129194285479023
Xestia c-nigrum	GCA_916618015.1	Lepidoptera	Noctuoidea	P-element	0.012986052018202672
Xestia c-nigrum	GCA_916618015.1	Lepidoptera	Noctuoidea	Shellder	0.01910828025477707
Xestia rhomboidea	GCA_963853795.1	Lepidoptera	Noctuoidea	P-element	0.009101335602501018
Xestia rhomboidea	GCA_963853795.1	Lepidoptera	Noctuoidea	Shellder	0.019644653033858532
Xestia rhomboidea	GCA_963853795.1	Lepidoptera	Noctuoidea	Spoink	0.08940261023508585
Xestia sexstrigata	GCA_941918905.2	Lepidoptera	Noctuoidea	Shellder	0.01597385182701978
Xestia sexstrigata	GCA_941918905.2	Lepidoptera	Noctuoidea	P-element	0.009508305893669761
Xestia sexstrigata	GCA_941918905.2	Lepidoptera	Noctuoidea	Spoink	0.10735312281279591
Xestia xanthographa	GCA_905147715.2	Lepidoptera	Noctuoidea	P-element	0.00932331939768397
Xestia xanthographa	GCA_905147715.2	Lepidoptera	Noctuoidea	Shellder	0.01940998994301039
Xestia xanthographa	GCA_905147715.2	Lepidoptera	Noctuoidea	Spoink	0.09026719914364527
Amorpha juglandis	GCA_949126905.1	Lepidoptera	Bombycoidea	Spoink	0.10319486187162913
Amorpha juglandis	GCA_949126905.1	Lepidoptera	Bombycoidea	Shellder	0.00868253436138116
Amorpha juglandis	GCA_949126905.1	Lepidoptera	Bombycoidea	P-element	0
Bombyx mori	GCF_014905235.1	Lepidoptera	Bombycoidea	Shellder	0.012705330204492122
Bombyx mori	GCF_014905235.1	Lepidoptera	Bombycoidea	P-element	0.008657368012135114
Bombyx mori	GCF_014905235.1	Lepidoptera	Bombycoidea	Spoink	0.05096957470459879
Deilephila elpenor	GCA_949752805.1	Lepidoptera	Bombycoidea	Spoink	0.09065832269751739
Deilephila elpenor	GCA_949752805.1	Lepidoptera	Bombycoidea	Shellder	0.009319477036540395
Deilephila elpenor	GCA_949752805.1	Lepidoptera	Bombycoidea	P-element	0.009397313996078287
Deilephila porcellus	GCA_905220455.2	Lepidoptera	Bombycoidea	Shellder	0.00809587663426081
Deilephila porcellus	GCA_905220455.2	Lepidoptera	Bombycoidea	P-element	0.008361389618557846
Deilephila porcellus	GCA_905220455.2	Lepidoptera	Bombycoidea	Spoink	0.08382395322985714
Dendrolimus kikuchii	GCA_019925095.2	Lepidoptera	Bombycoidea	Shellder	0.014063023801542071
Dendrolimus kikuchii	GCA_019925095.2	Lepidoptera	Bombycoidea	Spoink	0.03625097780888468
Dendrolimus kikuchii	GCA_019925095.2	Lepidoptera	Bombycoidea	P-element	0
Dendrolimus pini	GCA_949752895.1	Lepidoptera	Bombycoidea	Spoink	0.037650788422742804
Dendrolimus pini	GCA_949752895.1	Lepidoptera	Bombycoidea	Shellder	0.008498156218571907
Dendrolimus pini	GCA_949752895.1	Lepidoptera	Bombycoidea	P-element	0.008398386917755005
Dendrolimus punctatus	GCA_012273795.1	Lepidoptera	Bombycoidea	Spoink	0.04403227798591955
Dendrolimus punctatus	GCA_012273795.1	Lepidoptera	Bombycoidea	P-element	0
Dendrolimus punctatus	GCA_012273795.1	Lepidoptera	Bombycoidea	Shellder	0.01089507207509219
Hemaris fuciformis	GCA_907164795.1	Lepidoptera	Bombycoidea	P-element	0.008361389618557846
Hemaris fuciformis	GCA_907164795.1	Lepidoptera	Bombycoidea	Spoink	0.04195314751533616
Hemaris fuciformis	GCA_907164795.1	Lepidoptera	Bombycoidea	Shellder	0.010258129399932953
Hyles euphorbiae	GCA_023078785.2	Lepidoptera	Bombycoidea	P-element	0.00932331939768397
Hyles euphorbiae	GCA_023078785.2	Lepidoptera	Bombycoidea	Spoink	0.0885586067767302
Hyles euphorbiae	GCA_023078785.2	Lepidoptera	Bombycoidea	Shellder	0.017884679852497486
Hyles vespertilio	GCA_009982885.2	Lepidoptera	Bombycoidea	Shellder	0.010962118672477372
Hyles vespertilio	GCA_009982885.2	Lepidoptera	Bombycoidea	Spoink	0.08380336777965335
Hyles vespertilio	GCA_009982885.2	Lepidoptera	Bombycoidea	P-element	0.010729216767175996
Laothoe populi	GCA_905220505.1	Lepidoptera	Bombycoidea	Spoink	0.08359751327761539
Laothoe populi	GCA_905220505.1	Lepidoptera	Bombycoidea	Shellder	0.012923231645993965
Laothoe populi	GCA_905220505.1	Lepidoptera	Bombycoidea	P-element	0.010285249176810092
Lapara coniferarum	GCA_949316025.1	Lepidoptera	Bombycoidea	P-element	0.008435384216952162
Lapara coniferarum	GCA_949316025.1	Lepidoptera	Bombycoidea	Spoink	0.08172423730906996
Lapara coniferarum	GCA_949316025.1	Lepidoptera	Bombycoidea	Shellder	0.015554810593362388
Malacosoma neustria	GCA_963693495.1	Lepidoptera	Bombycoidea	Shellder	0.0069896077774052965
Malacosoma neustria	GCA_963693495.1	Lepidoptera	Bombycoidea	Spoink	0.035304047099510065
Malacosoma neustria	GCA_963693495.1	Lepidoptera	Bombycoidea	P-element	0.008805357208923748
Manduca sexta	GCF_014839805.1	Lepidoptera	Bombycoidea	P-element	0
Manduca sexta	GCF_014839805.1	Lepidoptera	Bombycoidea	Spoink	0.08530610564453045
Manduca sexta	GCF_014839805.1	Lepidoptera	Bombycoidea	Shellder	0.0070063694267515925
Mimas tiliae	GCA_905332985.1	Lepidoptera	Bombycoidea	Spoink	0.03264852402322039
Mimas tiliae	GCA_905332985.1	Lepidoptera	Bombycoidea	P-element	0
Mimas tiliae	GCA_905332985.1	Lepidoptera	Bombycoidea	Shellder	0.010576600737512572
Samia ricini	GCA_014132275.2	Lepidoptera	Bombycoidea	P-element	0
Samia ricini	GCA_014132275.2	Lepidoptera	Bombycoidea	Shellder	0.009855849815621856
Samia ricini	GCA_014132275.2	Lepidoptera	Bombycoidea	Spoink	0.047305364568323106
Saturnia japonica	GCA_033032175.1	Lepidoptera	Bombycoidea	Spoink	0.04150026761085265
Saturnia japonica	GCA_033032175.1	Lepidoptera	Bombycoidea	P-element	0
Saturnia japonica	GCA_033032175.1	Lepidoptera	Bombycoidea	Shellder	0.01391216895742541
Saturnia pavonia	GCA_947532125.1	Lepidoptera	Bombycoidea	Spoink	0.07610440940343366
Saturnia pavonia	GCA_947532125.1	Lepidoptera	Bombycoidea	P-element	0
Saturnia pavonia	GCA_947532125.1	Lepidoptera	Bombycoidea	Shellder	0.016979550787797518
Sphinx pinastri	GCA_947568825.1	Lepidoptera	Bombycoidea	Spoink	0.06603812425377743
Sphinx pinastri	GCA_947568825.1	Lepidoptera	Bombycoidea	P-element	0
Sphinx pinastri	GCA_947568825.1	Lepidoptera	Bombycoidea	Shellder	0.017348307073416024
Theretra japonica	GCA_033459515.1	Lepidoptera	Bombycoidea	Spoink	0.08466795668821277
Theretra japonica	GCA_033459515.1	Lepidoptera	Bombycoidea	Shellder	0.010526315789473684
Theretra japonica	GCA_033459515.1	Lepidoptera	Bombycoidea	P-element	0
Trilocha varians	GCA_030269945.2	Lepidoptera	Bombycoidea	P-element	0
Trilocha varians	GCA_030269945.2	Lepidoptera	Bombycoidea	Shellder	0.01619175326852162
Trilocha varians	GCA_030269945.2	Lepidoptera	Bombycoidea	Spoink	0.02408497673844127
Incurvaria masculella	GCA_946894095.1	Lepidoptera	Incurvarioidea	Spoink	0.09018485734283009
Incurvaria masculella	GCA_946894095.1	Lepidoptera	Incurvarioidea	P-element	0.008546376114543638
Incurvaria masculella	GCA_946894095.1	Lepidoptera	Incurvarioidea	Shellder	0.011448206503519947
Nematopogon swammerdamellus	GCA_946902875.1	Lepidoptera	Incurvarioidea	P-element	0.008361389618557846
Nematopogon swammerdamellus	GCA_946902875.1	Lepidoptera	Incurvarioidea	Shellder	0.010794502179014415
Nematopogon swammerdamellus	GCA_946902875.1	Lepidoptera	Incurvarioidea	Spoink	0.021326526411132612
Agriopis aurantiaria	GCA_914767915.1	Lepidoptera	Geometroidea	P-element	0.008990343704909542
Agriopis aurantiaria	GCA_914767915.1	Lepidoptera	Geometroidea	Shellder	0.006168286959436809
Agriopis aurantiaria	GCA_914767915.1	Lepidoptera	Geometroidea	Spoink	0.08083906295030673
Agriopis leucophaearia	GCA_949125355.1	Lepidoptera	Geometroidea	P-element	0.008398386917755005
Agriopis leucophaearia	GCA_949125355.1	Lepidoptera	Geometroidea	Shellder	0.014347971840429099
Agriopis leucophaearia	GCA_949125355.1	Lepidoptera	Geometroidea	Spoink	0.022643995224175553
Agriopis marginaria	GCA_932305915.1	Lepidoptera	Geometroidea	P-element	0
Agriopis marginaria	GCA_932305915.1	Lepidoptera	Geometroidea	Spoink	0.010683848655770102
Agriopis marginaria	GCA_932305915.1	Lepidoptera	Geometroidea	Shellder	0.007425410660408984
Alcis repandata	GCA_949125135.1	Lepidoptera	Geometroidea	P-element	0.011543157349513486
Alcis repandata	GCA_949125135.1	Lepidoptera	Geometroidea	Shellder	0.016208514917867917
Alcis repandata	GCA_949125135.1	Lepidoptera	Geometroidea	Spoink	0.0697640907406645
Alsophila aescularia	GCA_946251855.1	Lepidoptera	Geometroidea	Shellder	0.02236004022795843
Alsophila aescularia	GCA_946251855.1	Lepidoptera	Geometroidea	P-element	0.00906433830330386
Alsophila aescularia	GCA_946251855.1	Lepidoptera	Geometroidea	Spoink	0.053398657828646716
Anticlea derivata	GCA_947579855.1	Lepidoptera	Geometroidea	Shellder	0.007039892725444184
Anticlea derivata	GCA_947579855.1	Lepidoptera	Geometroidea	P-element	0.010063265381627141
Anticlea derivata	GCA_947579855.1	Lepidoptera	Geometroidea	Spoink	0.01471859689571411
Apeira syringaria	GCA_934044485.1	Lepidoptera	Geometroidea	Spoink	0.046873070114043396
Apeira syringaria	GCA_934044485.1	Lepidoptera	Geometroidea	Shellder	0.015672142138786458
Apeira syringaria	GCA_934044485.1	Lepidoptera	Geometroidea	P-element	0.010433238373598728
Aplocera efformata	GCA_921293045.1	Lepidoptera	Geometroidea	P-element	0.008361389618557846
Aplocera efformata	GCA_921293045.1	Lepidoptera	Geometroidea	Shellder	0.014733489775393899
Aplocera efformata	GCA_921293045.1	Lepidoptera	Geometroidea	Spoink	0.029931244596319323
Apocheima hispidaria	GCA_947579745.1	Lepidoptera	Geometroidea	Spoink	0.03038412450080283
Apocheima hispidaria	GCA_947579745.1	Lepidoptera	Geometroidea	Shellder	0.021454911163258466
Apocheima hispidaria	GCA_947579745.1	Lepidoptera	Geometroidea	P-element	0.00876835990972659
Biston betularia	GCA_905404145.2	Lepidoptera	Geometroidea	P-element	0.009360316696881128
Biston betularia	GCA_905404145.2	Lepidoptera	Geometroidea	Shellder	0.007643312101910828
Biston betularia	GCA_905404145.2	Lepidoptera	Geometroidea	Spoink	0.012515953723907942
Biston stratarius	GCA_950106695.1	Lepidoptera	Geometroidea	P-element	0.008361389618557846
Biston stratarius	GCA_950106695.1	Lepidoptera	Geometroidea	Shellder	0.00868253436138116
Biston stratarius	GCA_950106695.1	Lepidoptera	Geometroidea	Spoink	0.07056692329861254
Cabera pusaria	GCA_954871355.1	Lepidoptera	Geometroidea	Spoink	0.04211783111696653
Cabera pusaria	GCA_954871355.1	Lepidoptera	Geometroidea	P-element	0.008657368012135114
Cabera pusaria	GCA_954871355.1	Lepidoptera	Geometroidea	Shellder	0.021756620851491788
Campaea margaritaria	GCA_912999815.1	Lepidoptera	Geometroidea	P-element	0.0090273410041067
Campaea margaritaria	GCA_912999815.1	Lepidoptera	Geometroidea	Shellder	0.014901106268856856
Campaea margaritaria	GCA_912999815.1	Lepidoptera	Geometroidea	Spoink	0.029354851990613034
Camptogramma bilineatum	GCA_958496255.1	Lepidoptera	Geometroidea	Shellder	0.01946027489104928
Camptogramma bilineatum	GCA_958496255.1	Lepidoptera	Geometroidea	P-element	0.008324392319360687
Camptogramma bilineatum	GCA_958496255.1	Lepidoptera	Geometroidea	Spoink	0.014780353246325498
Chesias legatella	GCA_947359385.1	Lepidoptera	Geometroidea	Spoink	0.029190168388982668
Chesias legatella	GCA_947359385.1	Lepidoptera	Geometroidea	Shellder	0.010107274555816292
Chesias legatella	GCA_947359385.1	Lepidoptera	Geometroidea	P-element	0
Chloroclysta siterata	GCA_932294275.1	Lepidoptera	Geometroidea	P-element	0.010692219467978837
Chloroclysta siterata	GCA_932294275.1	Lepidoptera	Geometroidea	Shellder	0.02038216560509554
Chloroclysta siterata	GCA_932294275.1	Lepidoptera	Geometroidea	Spoink	0.094734241837869
Chloroclystis v-ata	GCA_963691955.1	Lepidoptera	Geometroidea	P-element	0
Chloroclystis v-ata	GCA_963691955.1	Lepidoptera	Geometroidea	Shellder	0.006302380154207174
Chloroclystis v-ata	GCA_963691955.1	Lepidoptera	Geometroidea	Spoink	0.007596031125200708
Colostygia pectinataria	GCA_951394395.1	Lepidoptera	Geometroidea	Spoink	0.020503108402980773
Colostygia pectinataria	GCA_951394395.1	Lepidoptera	Geometroidea	Shellder	0.008263493127723768
Colostygia pectinataria	GCA_951394395.1	Lepidoptera	Geometroidea	P-element	0
Cosmorhoe ocellata	GCA_963675405.1	Lepidoptera	Geometroidea	Shellder	0.019711699631243713
Cosmorhoe ocellata	GCA_963675405.1	Lepidoptera	Geometroidea	Spoink	0.07960393593807896
Cosmorhoe ocellata	GCA_963675405.1	Lepidoptera	Geometroidea	P-element	0.008398386917755005
Crocallis elinguaria	GCA_907269065.1	Lepidoptera	Geometroidea	Shellder	0.010341937646664431
Crocallis elinguaria	GCA_907269065.1	Lepidoptera	Geometroidea	Spoink	0.015233233150809008
Crocallis elinguaria	GCA_907269065.1	Lepidoptera	Geometroidea	P-element	0.008398386917755005
Cyclophora albipunctata	GCA_963082685.1	Lepidoptera	Geometroidea	P-element	0.008435384216952162
Cyclophora albipunctata	GCA_963082685.1	Lepidoptera	Geometroidea	Shellder	0.015303385853167952
Cyclophora albipunctata	GCA_963082685.1	Lepidoptera	Geometroidea	Spoink	0.05677467166206925
Cyclophora punctaria	GCA_951394245.1	Lepidoptera	Geometroidea	Spoink	0.10103338960023056
Cyclophora punctaria	GCA_951394245.1	Lepidoptera	Geometroidea	Shellder	0.009470331880657056
Cyclophora punctaria	GCA_951394245.1	Lepidoptera	Geometroidea	P-element	0.009249324799289652
Ecliptopera silaceata	GCA_932527185.1	Lepidoptera	Geometroidea	Spoink	0.04195314751533616
Ecliptopera silaceata	GCA_932527185.1	Lepidoptera	Geometroidea	Shellder	0.010056989607777405
Ecliptopera silaceata	GCA_932527185.1	Lepidoptera	Geometroidea	P-element	0
Ectropis crepuscularia	GCA_963693475.1	Lepidoptera	Geometroidea	Shellder	0.018404290982232653
Ectropis crepuscularia	GCA_963693475.1	Lepidoptera	Geometroidea	Spoink	0.08419449133352547
Ectropis crepuscularia	GCA_963693475.1	Lepidoptera	Geometroidea	P-element	0.010877205963964631
Ectropis grisescens	GCA_017562165.1	Lepidoptera	Geometroidea	Spoink	0.06085059080242085
Ectropis grisescens	GCA_017562165.1	Lepidoptera	Geometroidea	P-element	0.011839135743090754
Ectropis grisescens	GCA_017562165.1	Lepidoptera	Geometroidea	Shellder	0.017465638618840092
Electrophaes corylata	GCA_947095575.1	Lepidoptera	Geometroidea	P-element	0
Electrophaes corylata	GCA_947095575.1	Lepidoptera	Geometroidea	Shellder	0.014012738853503185
Electrophaes corylata	GCA_947095575.1	Lepidoptera	Geometroidea	Spoink	0.035139363497879696
Ennomos erosarius	GCA_963580505.1	Lepidoptera	Geometroidea	P-element	0.009138332901698175
Ennomos erosarius	GCA_963580505.1	Lepidoptera	Geometroidea	Spoink	0.030466466301618016
Ennomos erosarius	GCA_963580505.1	Lepidoptera	Geometroidea	Shellder	0.013928930606771707
Ennomos fuscantarius	GCA_905220475.3	Lepidoptera	Geometroidea	P-element	0.009138332901698175
Ennomos fuscantarius	GCA_905220475.3	Lepidoptera	Geometroidea	Spoink	0.03697146856601754
Ennomos fuscantarius	GCA_905220475.3	Lepidoptera	Geometroidea	Shellder	0.015186054307743882
Ennomos quercinarius	GCA_910589525.2	Lepidoptera	Geometroidea	P-element	0
Ennomos quercinarius	GCA_910589525.2	Lepidoptera	Geometroidea	Spoink	0.051690065461731646
Ennomos quercinarius	GCA_910589525.2	Lepidoptera	Geometroidea	Shellder	0.011615822996982904
Epirrhoe alternata	GCA_963565295.1	Lepidoptera	Geometroidea	Spoink	0.026802256165342337
Epirrhoe alternata	GCA_963565295.1	Lepidoptera	Geometroidea	P-element	0
Epirrhoe alternata	GCA_963565295.1	Lepidoptera	Geometroidea	Shellder	0.02123700972175662
Epirrhoe tristata	GCA_951394285.1	Lepidoptera	Geometroidea	P-element	0
Epirrhoe tristata	GCA_951394285.1	Lepidoptera	Geometroidea	Spoink	0.07643377660669438
Epirrhoe tristata	GCA_951394285.1	Lepidoptera	Geometroidea	Shellder	0.006469996647670131
Epirrita christyi	GCA_951392215.1	Lepidoptera	Geometroidea	Spoink	0.07322244637490222
Epirrita christyi	GCA_951392215.1	Lepidoptera	Geometroidea	Shellder	0.012152195776064365
Epirrita christyi	GCA_951392215.1	Lepidoptera	Geometroidea	P-element	0.00850937881534648
Erannis defoliaria	GCA_905404285.2	Lepidoptera	Geometroidea	P-element	0.009915276184838506
Erannis defoliaria	GCA_905404285.2	Lepidoptera	Geometroidea	Spoink	0.020667792004611142
Erannis defoliaria	GCA_905404285.2	Lepidoptera	Geometroidea	Shellder	0.019443513241702983
Eulithis prunata	GCA_918843925.1	Lepidoptera	Geometroidea	Spoink	0.07007287249372143
Eulithis prunata	GCA_918843925.1	Lepidoptera	Geometroidea	P-element	0
Eulithis prunata	GCA_918843925.1	Lepidoptera	Geometroidea	Shellder	0.009989943010392223
Eulithis testata	GCA_947507515.1	Lepidoptera	Geometroidea	P-element	0
Eulithis testata	GCA_947507515.1	Lepidoptera	Geometroidea	Spoink	0.09195520606035654
Eulithis testata	GCA_947507515.1	Lepidoptera	Geometroidea	Shellder	0.00980556486758297
Eupithecia abbreviata	GCA_943735965.1	Lepidoptera	Geometroidea	Shellder	0.023969158565202816
Eupithecia abbreviata	GCA_943735965.1	Lepidoptera	Geometroidea	Spoink	0.013462884433282555
Eupithecia abbreviata	GCA_943735965.1	Lepidoptera	Geometroidea	P-element	0
Eupithecia centaureata	GCA_944547425.1	Lepidoptera	Geometroidea	Spoink	0.025484787352299396
Eupithecia centaureata	GCA_944547425.1	Lepidoptera	Geometroidea	P-element	0
Eupithecia centaureata	GCA_944547425.1	Lepidoptera	Geometroidea	Shellder	0.023868588669125043
Eupithecia dodoneata	GCA_947044415.1	Lepidoptera	Geometroidea	Shellder	0.00794502179014415
Eupithecia dodoneata	GCA_947044415.1	Lepidoptera	Geometroidea	Spoink	0.08370044052863436
Eupithecia dodoneata	GCA_947044415.1	Lepidoptera	Geometroidea	P-element	0
Eupithecia exiguata	GCA_947086465.1	Lepidoptera	Geometroidea	Spoink	0.038206595578245295
Eupithecia exiguata	GCA_947086465.1	Lepidoptera	Geometroidea	P-element	0
Eupithecia exiguata	GCA_947086465.1	Lepidoptera	Geometroidea	Shellder	0.006017432115320147
Eupithecia insigniata	GCA_947859395.1	Lepidoptera	Geometroidea	Shellder	0.020918538384177003
Eupithecia insigniata	GCA_947859395.1	Lepidoptera	Geometroidea	P-element	0.008990343704909542
Eupithecia insigniata	GCA_947859395.1	Lepidoptera	Geometroidea	Spoink	0.030734077154267365
Eupithecia inturbata	GCA_963662085.1	Lepidoptera	Geometroidea	Spoink	0.04926098233768372
Eupithecia inturbata	GCA_963662085.1	Lepidoptera	Geometroidea	Shellder	0.017180690579953067
Eupithecia inturbata	GCA_963662085.1	Lepidoptera	Geometroidea	P-element	0
Eupithecia subfuscata	GCA_963564075.1	Lepidoptera	Geometroidea	P-element	0
Eupithecia subfuscata	GCA_963564075.1	Lepidoptera	Geometroidea	Spoink	0.06754086211865454
Eupithecia subfuscata	GCA_963564075.1	Lepidoptera	Geometroidea	Shellder	0.0096547100234663091
Eupithecia subumbrata	GCA_949316285.1	Lepidoptera	Geometroidea	Spoink	0.014368644242249578
Eupithecia subumbrata	GCA_949316285.1	Lepidoptera	Geometroidea	Shellder	0.008498156218571907
Eupithecia subumbrata	GCA_949316285.1	Lepidoptera	Geometroidea	P-element	0.009101335602501018
Eupithecia tripunctaria	GCA_955876795.1	Lepidoptera	Geometroidea	P-element	0.008731362610529432
Eupithecia tripunctaria	GCA_955876795.1	Lepidoptera	Geometroidea	Spoink	0.024146733089052658
Eupithecia tripunctaria	GCA_955876795.1	Lepidoptera	Geometroidea	Shellder	0.006369426751592357
Eupithecia vulgata	GCA_946478455.1	Lepidoptera	Geometroidea	Shellder	0.020449212202480724
Eupithecia vulgata	GCA_946478455.1	Lepidoptera	Geometroidea	P-element	0
Eupithecia vulgata	GCA_946478455.1	Lepidoptera	Geometroidea	Spoink	0.08219770266375725
Gandaritis pyraliata	GCA_947859175.1	Lepidoptera	Geometroidea	Shellder	0.010626885685551458
Gandaritis pyraliata	GCA_947859175.1	Lepidoptera	Geometroidea	P-element	0
Gandaritis pyraliata	GCA_947859175.1	Lepidoptera	Geometroidea	Spoink	0.04337354357939808
Gymnoscelis rufifasciata	GCA_929108375.1	Lepidoptera	Geometroidea	Shellder	0.007676835400603419
Gymnoscelis rufifasciata	GCA_929108375.1	Lepidoptera	Geometroidea	Spoink	0.05035201119848491
Gymnoscelis rufifasciata	GCA_929108375.1	Lepidoptera	Geometroidea	P-element	0.010470235672795886
Hemistola chrysoprasaria	GCA_947063395.1	Lepidoptera	Geometroidea	Shellder	0.008917197452229299
Hemistola chrysoprasaria	GCA_947063395.1	Lepidoptera	Geometroidea	P-element	0.012357097931850974
Hemistola chrysoprasaria	GCA_947063395.1	Lepidoptera	Geometroidea	Spoink	0.06379431018156367
Hemithea aestivaria	GCA_947507615.1	Lepidoptera	Geometroidea	Shellder	0.012353335568219912
Hemithea aestivaria	GCA_947507615.1	Lepidoptera	Geometroidea	P-element	0
Hemithea aestivaria	GCA_947507615.1	Lepidoptera	Geometroidea	Spoink	0.08042735394623081
Horisme vitalbata	GCA_951804965.1	Lepidoptera	Geometroidea	Spoink	0.023240973280085637
Horisme vitalbata	GCA_951804965.1	Lepidoptera	Geometroidea	P-element	0
